epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.9908,0.6183,2.4033,0.88672,1,0.08787,0.60697,0.55101,0.49759,3.68475,0.80733,6.363e-05,6.363e-05,6.363e-05
2,70.1408,0.56621,1.96694,0.89666,1,0.08145,0.88462,0.8021,0.48554,3.59465,0.8201,6.88568e-05,6.88568e-05,6.88568e-05
